claim_id,complexity,handling_days,num_touches,is_fraud,fraud_type,settled_amount,was_reopened
CLM-02494,complex,19,11,True,staged,,False
CLM-02495,simple,3,1,False,,210.55,False
CLM-02496,complex,37,10,True,inflated,0.0,False
CLM-02497,medium,11,5,False,,273.33,False
CLM-02498,medium,16,2,False,,4407.22,False
CLM-02499,complex,43,6,False,,7400.72,False
CLM-02500,complex,27,6,True,repeated,,False
CLM-02501,simple,1,2,False,,,False
CLM-02502,medium,10,5,True,repeated,67.68,False
CLM-02503,medium,15,3,False,,1551.12,False
CLM-02504,simple,4,1,False,,439.36,False
CLM-02505,simple,7,3,False,,1041.38,True
CLM-02506,simple,5,1,False,,99.19,False
CLM-02507,complex,24,10,True,staged,6780.07,False
CLM-02508,simple,3,2,False,,1550.69,False
CLM-02509,medium,14,2,False,,,False
CLM-02510,medium,16,6,False,,,False
CLM-02511,simple,6,1,False,,66.64,True
CLM-02512,medium,17,8,False,,2335.59,True
CLM-02513,medium,13,7,False,,0.0,False
CLM-02514,medium,10,7,True,inflated,1174.28,False
CLM-02515,complex,16,9,False,,999.53,False
CLM-02516,simple,4,2,False,,,False
CLM-02517,medium,23,5,False,,1308.07,False
CLM-02518,medium,6,6,False,,5065.45,False
CLM-02519,complex,35,9,True,staged,1073.4,False
CLM-02520,simple,5,2,False,,1045.07,False
CLM-02521,simple,8,1,False,,294.66,False
CLM-02522,simple,4,2,False,,189.37,False
CLM-02523,complex,28,6,False,,1021.23,False
CLM-02524,simple,6,3,False,,,False
CLM-02525,simple,6,1,True,repeated,,False
CLM-02526,complex,54,4,True,inflated,3253.75,False
CLM-02527,medium,4,7,False,,0.0,False
CLM-02528,simple,3,2,False,,1719.79,False
CLM-02529,medium,12,3,True,repeated,,False
CLM-02530,medium,12,8,True,repeated,1315.69,False
CLM-02531,medium,4,5,True,repeated,,False
CLM-02532,medium,7,3,False,,7539.57,False
CLM-02533,medium,8,4,False,,,False
CLM-02534,simple,3,2,False,,569.13,False
CLM-02535,medium,9,5,False,,,False
CLM-02536,complex,47,7,False,,,False
CLM-02537,medium,7,3,False,,270.82,False
CLM-02538,complex,44,18,False,,1333.07,False
CLM-02539,medium,20,4,False,,1818.99,False
CLM-02540,simple,5,2,False,,401.01,False
CLM-02541,simple,4,1,False,,1063.7,False
CLM-02542,medium,13,2,True,repeated,13608.91,False
CLM-02543,simple,6,1,False,,3923.1,True
CLM-02544,simple,5,3,False,,99.6,False
CLM-02545,complex,50,11,False,,1885.04,False
CLM-02546,simple,4,1,False,,439.33,False
CLM-02547,medium,11,5,False,,,False
CLM-02548,medium,20,7,False,,1719.45,False
CLM-02549,medium,17,3,False,,3042.64,True
CLM-02550,complex,38,10,False,,,False
CLM-02551,medium,12,6,False,,0.0,False
CLM-02552,simple,2,2,False,,0.0,False
CLM-02553,complex,25,13,True,repeated,1048.29,False
CLM-02554,medium,16,7,False,,1315.51,True
CLM-02555,complex,41,12,True,repeated,0.0,False
CLM-02556,simple,2,3,False,,164.15,False
CLM-02557,simple,8,1,False,,,False
CLM-02558,complex,49,11,False,,0.0,False
CLM-02559,simple,5,1,False,,572.09,False
CLM-02560,medium,18,3,True,repeated,378.0,True
CLM-02561,medium,13,3,False,,4021.3,False
CLM-02562,medium,19,6,False,,839.71,False
CLM-02563,medium,14,7,False,,1285.03,False
CLM-02564,complex,34,10,False,,2306.82,False
CLM-02565,simple,3,1,False,,303.79,False
CLM-02566,medium,16,2,False,,,False
CLM-02567,simple,5,1,False,,277.77,False
CLM-02568,medium,14,8,False,,1596.95,False
CLM-02569,complex,18,11,False,,278.99,False
CLM-02570,medium,18,5,False,,2013.69,True
CLM-02571,medium,11,8,False,,0.0,False
CLM-02572,simple,4,2,False,,,False
CLM-02573,simple,2,1,True,repeated,2390.44,False
CLM-02574,complex,60,7,False,,4491.6,False
CLM-02575,medium,12,3,False,,0.0,False
CLM-02576,medium,15,7,False,,232.09,False
CLM-02577,simple,3,1,True,phantom,,False
CLM-02578,simple,2,4,False,,331.79,False
CLM-02579,complex,30,10,False,,0.0,False
CLM-02580,complex,7,8,False,,1792.72,False
CLM-02581,complex,22,12,False,,,False
CLM-02582,simple,6,1,False,,2608.2,False
CLM-02583,medium,16,7,False,,0.0,False
CLM-02584,simple,2,1,False,,,False
CLM-02585,medium,11,7,False,,,False
CLM-02586,simple,1,1,False,,267.78,False
CLM-02587,simple,7,1,False,,96.61,False
CLM-02588,medium,19,6,False,,,False
CLM-02589,medium,11,4,False,,,False
CLM-02590,simple,3,2,False,,,False
CLM-02591,medium,23,5,False,,8865.13,False
CLM-02592,simple,4,1,False,,695.18,False
CLM-02593,medium,11,6,False,,0.0,False
CLM-02594,simple,3,2,True,repeated,,False
CLM-02595,simple,1,2,False,,1345.8,False
CLM-02596,medium,20,5,False,,674.67,True
CLM-02597,simple,7,3,False,,532.25,True
CLM-02598,simple,4,1,False,,415.95,False
CLM-02599,medium,11,6,True,repeated,8082.63,False
CLM-02600,simple,5,1,False,,,False
CLM-02601,simple,3,1,False,,,False
CLM-02602,simple,7,1,True,repeated,461.08,False
CLM-02603,simple,1,1,False,,,False
CLM-02604,medium,21,3,False,,18146.38,False
CLM-02605,simple,4,2,False,,,False
CLM-02606,simple,1,2,False,,120.72,False
CLM-02607,simple,8,1,False,,1473.29,False
CLM-02608,medium,18,4,False,,,False
CLM-02609,simple,6,1,False,,825.16,True
CLM-02610,complex,44,7,True,staged,6964.2,False
CLM-02611,simple,9,2,True,repeated,3173.67,False
CLM-02612,medium,24,2,False,,,False
CLM-02613,simple,6,1,False,,744.5,False
CLM-02614,complex,9,11,False,,6291.95,False
CLM-02615,complex,25,10,False,,,False
CLM-02616,medium,23,4,False,,0.0,False
CLM-02617,medium,18,9,True,staged,,False
CLM-02618,medium,18,6,True,staged,1311.39,False
CLM-02619,simple,5,3,False,,,False
CLM-02620,medium,11,6,False,,1020.31,False
CLM-02621,simple,3,2,False,,0.0,False
CLM-02622,simple,7,2,False,,0.0,False
CLM-02623,simple,6,3,False,,0.0,False
CLM-02624,complex,40,14,True,inflated,1867.5,False
CLM-02625,medium,23,9,False,,399.79,False
CLM-02626,simple,3,1,False,,254.71,False
CLM-02627,complex,42,10,False,,0.0,False
CLM-02628,complex,40,9,False,,2472.94,False
CLM-02629,simple,5,3,False,,117.23,False
CLM-02630,simple,2,2,False,,27.31,False
CLM-02631,complex,42,5,False,,0.0,False
CLM-02632,medium,15,3,True,staged,387.83,False
CLM-02633,complex,27,10,False,,0.0,False
CLM-02634,simple,6,2,True,repeated,,False
CLM-02635,medium,15,6,False,,,False
CLM-02636,simple,5,2,False,,2772.58,False
CLM-02637,medium,8,4,False,,2791.42,False
CLM-02638,complex,35,8,False,,2378.24,True
CLM-02639,simple,1,2,False,,,False
CLM-02640,simple,3,1,False,,430.67,False
CLM-02641,simple,4,1,False,,673.49,False
CLM-02642,complex,25,9,True,repeated,1290.54,False
CLM-02643,simple,4,1,False,,0.0,False
CLM-02644,medium,11,5,False,,,False
CLM-02645,medium,15,2,False,,1862.42,False
CLM-02646,medium,17,8,False,,,False
CLM-02647,simple,7,1,False,,1364.76,False
CLM-02648,simple,4,2,True,repeated,0.0,False
CLM-02649,medium,20,5,False,,208.87,False
CLM-02650,complex,20,9,True,staged,,False
CLM-02651,complex,29,12,False,,313.64,False
CLM-02652,complex,15,9,False,,321.21,False
CLM-02653,complex,61,7,False,,5252.09,False
CLM-02654,simple,5,3,False,,1402.93,False
CLM-02655,medium,10,2,False,,0.0,False
CLM-02656,complex,42,4,False,,1366.55,False
CLM-02657,complex,47,10,False,,,False
CLM-02658,simple,2,2,True,inflated,811.16,False
CLM-02659,simple,5,1,True,repeated,0.0,False
CLM-02660,complex,50,13,False,,323.37,False
CLM-02661,simple,8,2,False,,,False
CLM-02662,simple,3,1,False,,621.44,False
CLM-02663,medium,11,8,False,,,False
CLM-02664,simple,1,1,False,,,False
CLM-02665,medium,9,3,False,,2513.81,False
CLM-02666,medium,20,4,False,,364.41,False
CLM-02667,simple,6,2,False,,,False
CLM-02668,simple,4,3,True,phantom,0.0,False
CLM-02669,medium,5,5,False,,4347.89,False
CLM-02670,simple,3,1,False,,113.18,False
CLM-02671,simple,3,1,False,,,False
CLM-02672,complex,49,8,False,,3759.67,False
CLM-02673,simple,3,2,False,,485.31,False
CLM-02674,simple,5,2,False,,129.69,False
CLM-02675,medium,12,3,False,,0.0,False
CLM-02676,medium,17,7,False,,2491.79,False
CLM-02677,simple,1,1,False,,,False
CLM-02678,complex,33,12,True,inflated,,False
CLM-02679,complex,51,9,True,inflated,,False
CLM-02680,medium,17,6,False,,2986.44,True
CLM-02681,medium,13,7,True,staged,2459.25,False
CLM-02682,simple,1,1,False,,154.61,False
CLM-02683,simple,7,1,False,,414.91,False
CLM-02684,simple,4,2,False,,358.13,False
CLM-02685,complex,36,11,True,repeated,,False
CLM-02686,simple,5,1,False,,,False
CLM-02687,medium,13,6,False,,0.0,False
CLM-02688,medium,15,6,False,,1976.91,False
CLM-02689,simple,5,3,False,,708.5,False
CLM-02690,medium,10,7,False,,3968.46,False
CLM-02691,complex,36,13,False,,2647.84,False
CLM-02692,simple,2,1,False,,0.0,False
CLM-02693,medium,14,6,False,,596.67,False
CLM-02694,medium,7,3,False,,1676.84,False
CLM-02695,complex,61,7,False,,292.9,False
CLM-02696,medium,9,3,False,,,False
CLM-02697,medium,15,4,False,,6853.19,False
CLM-02698,simple,7,2,False,,2487.51,False
CLM-02699,complex,41,8,False,,1816.47,False
CLM-02700,simple,4,3,False,,659.79,False
CLM-02701,complex,54,11,True,repeated,2533.32,True
CLM-02702,medium,10,5,False,,,False
CLM-02703,simple,3,2,False,,1616.56,False
CLM-02704,complex,42,4,False,,502.58,False
CLM-02705,simple,6,1,False,,0.0,False
CLM-02706,simple,3,2,False,,2038.13,False
CLM-02707,complex,29,11,False,,3179.24,False
CLM-02708,complex,38,9,True,repeated,3835.84,False
CLM-02709,complex,43,10,False,,3428.94,False
CLM-02710,complex,49,10,False,,10144.52,False
CLM-02711,complex,36,10,False,,,False
CLM-02712,simple,4,1,False,,,False
CLM-02713,simple,8,2,False,,,False
CLM-02714,medium,8,2,False,,,False
CLM-02715,medium,12,2,False,,,False
CLM-02716,complex,32,5,False,,,False
CLM-02717,simple,2,1,False,,1393.87,False
CLM-02718,simple,8,1,False,,2423.81,False
CLM-02719,simple,6,1,True,repeated,738.9,False
CLM-02720,complex,15,7,True,staged,,False
CLM-02721,medium,13,6,False,,1028.56,False
CLM-02722,simple,3,1,False,,1019.95,False
CLM-02723,medium,8,6,False,,197.49,False
CLM-02724,complex,30,10,False,,4166.67,False
CLM-02725,simple,4,2,False,,67.3,False
CLM-02726,complex,51,4,False,,,False
CLM-02727,complex,46,6,False,,658.77,False
CLM-02728,simple,1,1,False,,5979.38,False
CLM-02729,simple,2,1,False,,0.0,False
CLM-02730,complex,26,14,True,repeated,,False
CLM-02731,medium,18,5,False,,653.64,True
CLM-02732,simple,6,1,False,,,False
CLM-02733,medium,18,2,False,,782.03,False
CLM-02734,simple,6,1,False,,0.0,False
CLM-02735,medium,19,5,False,,,False
CLM-02736,complex,20,5,True,repeated,813.23,False
CLM-02737,simple,2,2,False,,3209.62,False
CLM-02738,medium,13,2,False,,783.79,False
CLM-02739,medium,15,5,False,,,False
CLM-02740,complex,30,14,False,,,False
CLM-02741,complex,40,7,False,,1170.12,False
CLM-02742,medium,25,5,False,,1476.23,False
CLM-02743,simple,3,1,False,,,False
CLM-02744,medium,20,3,False,,1540.63,False
CLM-02745,simple,3,1,False,,,False
CLM-02746,simple,6,1,False,,,False
CLM-02747,complex,16,10,False,,0.0,False
CLM-02748,complex,56,12,False,,1371.49,False
CLM-02749,complex,56,12,True,repeated,2228.49,False
CLM-02750,simple,5,1,True,repeated,93.1,False
CLM-02751,medium,11,3,False,,930.97,False
CLM-02752,medium,23,6,False,,6858.69,True
CLM-02753,medium,16,5,False,,,False
CLM-02754,medium,12,3,False,,0.0,False
CLM-02755,medium,12,5,False,,9955.54,False
CLM-02756,complex,42,12,False,,525.68,False
CLM-02757,simple,3,3,False,,769.14,False
CLM-02758,simple,4,1,False,,,False
CLM-02759,medium,15,5,False,,894.41,False
CLM-02760,simple,5,2,False,,,False
CLM-02761,simple,5,1,False,,,False
CLM-02762,medium,17,4,False,,11862.2,False
CLM-02763,complex,34,11,True,staged,,False
CLM-02764,simple,6,2,False,,268.51,False
CLM-02765,simple,4,1,False,,,False
CLM-02766,complex,7,9,False,,4363.91,False
CLM-02767,simple,3,1,False,,91.46,True
CLM-02768,medium,4,5,False,,6119.03,False
CLM-02769,simple,3,3,False,,1575.01,False
CLM-02770,simple,4,2,False,,0.0,False
CLM-02771,complex,18,8,False,,762.12,False
CLM-02772,complex,23,13,False,,362.25,False
CLM-02773,simple,4,2,False,,546.93,False
CLM-02774,medium,15,3,True,repeated,527.78,False
CLM-02775,simple,6,1,False,,153.03,False
CLM-02776,simple,5,1,False,,342.5,True
CLM-02777,simple,5,2,False,,1021.11,False
CLM-02778,complex,31,9,False,,5147.33,False
CLM-02779,simple,8,1,False,,64.42,False
CLM-02780,medium,13,5,True,staged,4001.31,False
CLM-02781,complex,34,13,False,,,False
CLM-02782,simple,2,2,False,,,False
CLM-02783,medium,5,6,False,,1218.04,False
CLM-02784,medium,20,3,False,,1855.35,True
CLM-02785,simple,8,1,False,,10325.59,False
CLM-02786,complex,43,9,False,,,False
CLM-02787,medium,9,3,False,,,False
CLM-02788,simple,1,1,False,,199.65,False
CLM-02789,medium,11,5,False,,1696.55,False
CLM-02790,simple,2,1,False,,3543.43,True
CLM-02791,simple,8,1,False,,,False
CLM-02792,medium,14,4,False,,,False
CLM-02793,complex,32,8,True,repeated,516.25,False
CLM-02794,simple,3,1,False,,69.35,False
CLM-02795,complex,43,14,False,,1336.53,False
CLM-02796,medium,13,3,False,,0.0,False
CLM-02797,complex,31,10,False,,157.77,False
CLM-02798,complex,39,4,False,,644.32,False
CLM-02799,medium,19,2,False,,,False
CLM-02800,medium,19,5,True,repeated,1650.4,False
CLM-02801,medium,15,6,False,,,False
CLM-02802,complex,33,16,False,,5883.36,False
CLM-02803,medium,24,5,False,,1787.42,False
CLM-02804,simple,6,1,False,,,False
CLM-02805,simple,3,1,False,,174.83,False
CLM-02806,simple,6,2,False,,,False
CLM-02807,simple,5,1,False,,101.99,True
CLM-02808,complex,35,8,False,,,False
CLM-02809,medium,17,6,False,,1160.75,True
CLM-02810,medium,13,6,False,,,False
CLM-02811,simple,6,3,False,,1447.87,False
CLM-02812,medium,20,6,False,,,False
CLM-02813,medium,15,5,False,,5053.4,False
CLM-02814,complex,32,13,False,,1093.74,False
CLM-02815,simple,3,1,False,,1174.17,False
CLM-02816,medium,15,8,False,,737.12,False
CLM-02817,simple,3,1,False,,,False
CLM-02818,medium,20,7,False,,33589.53,False
CLM-02819,simple,5,1,False,,0.0,False
CLM-02820,medium,9,4,False,,,False
CLM-02821,medium,14,3,False,,,False
CLM-02822,simple,5,1,False,,226.58,False
CLM-02823,medium,5,4,False,,4807.87,False
CLM-02824,medium,10,3,False,,3274.68,False
CLM-02825,simple,3,1,False,,1855.61,True
CLM-02826,medium,8,5,False,,6923.51,True
CLM-02827,simple,5,1,False,,,False
CLM-02828,simple,5,2,False,,219.04,False
CLM-02829,complex,27,10,False,,855.05,False
CLM-02830,medium,12,2,False,,868.14,False
CLM-02831,medium,11,5,False,,,False
CLM-02832,simple,8,1,False,,,False
CLM-02833,complex,29,10,False,,1164.67,False
CLM-02834,medium,10,4,False,,,False
CLM-02835,simple,5,1,False,,234.87,False
CLM-02836,simple,5,1,False,,1402.92,False
CLM-02837,simple,2,2,False,,,False
CLM-02838,simple,5,2,True,repeated,106.73,False
CLM-02839,simple,6,1,False,,249.02,False
CLM-02840,medium,14,7,False,,4245.49,True
CLM-02841,simple,2,2,False,,462.52,False
CLM-02842,complex,25,11,False,,0.0,False
CLM-02843,complex,35,4,False,,1437.57,False
CLM-02844,complex,42,13,True,repeated,0.0,False
CLM-02845,simple,3,2,False,,373.25,False
CLM-02846,simple,1,1,False,,683.19,False
CLM-02847,medium,23,2,False,,8210.87,False
CLM-02848,medium,12,7,True,repeated,,False
CLM-02849,medium,14,5,False,,0.0,False
CLM-02850,complex,21,12,True,phantom,10382.07,False
CLM-02851,complex,49,9,False,,2828.48,False
CLM-02852,simple,2,3,False,,197.3,False
CLM-02853,medium,14,4,False,,7510.86,False
CLM-02854,medium,11,8,False,,,False
CLM-02855,simple,2,2,False,,,False
CLM-02856,medium,18,6,False,,,False
CLM-02857,medium,14,2,False,,310.96,False
CLM-02858,simple,2,1,False,,,False
CLM-02859,medium,18,4,False,,,False
CLM-02860,simple,3,1,False,,611.81,False
CLM-02861,complex,46,11,False,,1594.53,False
CLM-02862,complex,61,15,False,,,False
CLM-02863,complex,25,16,False,,3649.11,False
CLM-02864,simple,2,2,False,,,False
CLM-02865,complex,27,11,False,,0.0,False
CLM-02866,medium,21,4,False,,206.32,True
CLM-02867,simple,6,1,False,,1358.33,False
CLM-02868,simple,3,1,False,,,False
CLM-02869,medium,14,4,False,,745.1,False
CLM-02870,simple,5,1,False,,1719.98,False
CLM-02871,medium,13,5,False,,1280.63,False
CLM-02872,simple,4,1,False,,106.48,False
CLM-02873,simple,10,1,False,,,False
CLM-02874,medium,17,5,False,,,False
CLM-02875,simple,2,2,False,,,False
CLM-02876,medium,20,5,False,,186.36,False
CLM-02877,simple,7,1,False,,725.54,False
CLM-02878,simple,10,1,True,inflated,260.45,False
CLM-02879,medium,18,8,False,,0.0,False
CLM-02880,simple,2,1,True,inflated,886.42,False
CLM-02881,simple,2,2,False,,,False
CLM-02882,complex,35,11,True,repeated,,False
CLM-02883,medium,17,6,False,,,False
CLM-02884,medium,16,5,False,,579.1,False
CLM-02885,simple,2,2,False,,3474.18,False
CLM-02886,complex,49,10,True,staged,1022.15,False
CLM-02887,simple,3,1,False,,,False
CLM-02888,medium,14,4,False,,1755.98,False
CLM-02889,simple,7,3,False,,8126.66,False
CLM-02890,complex,35,11,False,,803.16,False
CLM-02891,complex,30,5,True,repeated,,False
CLM-02892,simple,4,2,False,,2840.78,False
CLM-02893,simple,7,3,True,repeated,,False
CLM-02894,medium,19,8,False,,,False
CLM-02895,simple,3,2,True,phantom,291.98,False
CLM-02896,simple,8,2,False,,596.73,True
CLM-02897,medium,14,6,False,,3928.8,False
CLM-02898,complex,33,15,False,,178.0,False
CLM-02899,simple,1,2,False,,479.22,False
CLM-02900,medium,20,4,False,,,False
CLM-02901,complex,27,7,True,repeated,491.12,False
CLM-02902,medium,18,7,False,,508.91,True
CLM-02903,medium,15,5,False,,778.58,False
CLM-02904,simple,7,1,False,,212.32,False
CLM-02905,medium,8,5,False,,,False
CLM-02906,simple,1,1,False,,0.0,False
CLM-02907,medium,16,8,True,inflated,1607.4,False
CLM-02908,medium,14,4,False,,0.0,False
CLM-02909,medium,12,2,False,,0.0,False
CLM-02910,simple,3,2,False,,1501.63,False
CLM-02911,medium,11,2,False,,3501.31,False
CLM-02912,medium,11,6,False,,936.03,False
CLM-02913,complex,49,10,True,repeated,5097.73,False
CLM-02914,medium,13,4,False,,0.0,False
CLM-02915,simple,6,1,False,,318.98,False
CLM-02916,complex,21,9,True,phantom,4567.19,False
CLM-02917,complex,40,11,False,,611.13,False
CLM-02918,medium,22,3,False,,2327.33,False
CLM-02919,complex,51,5,False,,651.1,False
CLM-02920,simple,2,1,False,,6535.28,False
CLM-02921,simple,5,2,False,,,False
CLM-02922,simple,5,2,False,,1305.54,False
CLM-02923,complex,38,16,False,,,False
CLM-02924,simple,4,1,False,,,False
CLM-02925,complex,39,9,False,,406.44,False
CLM-02926,complex,52,6,False,,0.0,False
CLM-02927,medium,22,3,False,,1527.46,True
CLM-02928,medium,12,4,False,,,False
CLM-02929,medium,18,5,False,,6151.34,True
CLM-02930,medium,18,5,False,,780.17,False
CLM-02931,simple,4,1,False,,,False
CLM-02932,complex,29,14,False,,,False
CLM-02933,simple,5,1,False,,1643.35,False
CLM-02934,medium,19,2,False,,0.0,False
CLM-02935,medium,17,4,False,,3365.76,False
CLM-02936,medium,14,6,False,,651.58,False
CLM-02937,medium,22,5,True,repeated,2198.55,False
CLM-02938,simple,1,2,False,,,False
CLM-02939,complex,33,10,False,,,False
CLM-02940,medium,17,6,False,,1614.85,False
CLM-02941,simple,1,1,False,,,False
CLM-02942,medium,9,3,False,,2515.74,False
CLM-02943,medium,18,6,False,,33440.46,False
CLM-02944,complex,33,6,False,,337.61,False
CLM-02945,medium,15,4,False,,0.0,False
CLM-02946,simple,4,4,False,,89.81,False
CLM-02947,simple,4,1,True,repeated,,False
CLM-02948,simple,11,2,False,,,False
CLM-02949,simple,4,2,False,,0.0,False
CLM-02950,simple,5,1,False,,37.55,False
CLM-02951,simple,5,1,False,,323.7,True
CLM-02952,complex,44,14,True,repeated,5744.59,False
CLM-02953,complex,33,14,True,staged,1985.67,True
CLM-02954,simple,4,3,False,,614.8,False
CLM-02955,medium,17,7,False,,,False
CLM-02956,complex,25,10,False,,802.3,False
CLM-02957,medium,27,2,False,,,False
CLM-02958,medium,10,4,False,,,False
CLM-02959,simple,3,1,False,,271.91,False
CLM-02960,complex,50,6,True,repeated,,False
CLM-02961,complex,37,9,True,inflated,0.0,False
CLM-02962,simple,4,2,True,inflated,,False
CLM-02963,medium,11,5,False,,509.98,False
CLM-02964,simple,6,1,False,,3109.99,False
CLM-02965,simple,4,3,False,,,False
CLM-02966,simple,5,2,False,,3585.88,False
CLM-02967,simple,5,2,False,,,False
CLM-02968,medium,19,5,False,,463.73,False
CLM-02969,simple,8,1,False,,261.99,False
CLM-02970,medium,15,3,False,,6092.8,True
CLM-02971,simple,6,2,False,,,False
CLM-02972,simple,7,1,False,,483.13,False
CLM-02973,medium,15,3,False,,6303.38,True
CLM-02974,complex,33,12,False,,,False
CLM-02975,simple,5,2,False,,459.27,False
CLM-02976,complex,46,8,True,phantom,0.0,False
CLM-02977,complex,58,8,True,repeated,407.39,False
CLM-02978,medium,3,7,False,,,False
CLM-02979,medium,16,3,False,,978.61,False
CLM-02980,medium,18,3,False,,990.39,False
CLM-02981,medium,12,4,False,,415.89,False
CLM-02982,medium,17,6,False,,11751.58,False
CLM-02983,medium,21,7,False,,4765.8,False
CLM-02984,simple,1,1,False,,394.99,False
CLM-02985,medium,8,4,False,,1723.84,False
CLM-02986,medium,17,2,False,,4093.35,False
CLM-02987,simple,6,2,True,repeated,118.12,False
CLM-02988,medium,20,8,False,,13342.44,True
CLM-02989,medium,18,4,False,,,False
CLM-02990,medium,17,7,False,,1221.57,False
CLM-02991,complex,32,15,False,,1748.18,False
CLM-02992,simple,1,1,False,,,False
CLM-02993,simple,4,1,False,,99.73,False
CLM-02994,medium,17,6,False,,1094.96,False
CLM-02995,simple,5,2,False,,,False
CLM-02996,simple,4,1,False,,0.0,False
CLM-02997,complex,28,8,False,,,False
CLM-02998,simple,3,2,False,,,False
CLM-02999,complex,38,6,False,,4127.9,False
CLM-03000,medium,14,4,False,,,False
CLM-03001,simple,4,3,False,,191.83,False
CLM-03002,simple,7,2,False,,,False
CLM-03003,medium,17,7,False,,14380.19,False
CLM-03004,complex,53,9,False,,1175.85,False
CLM-03005,simple,1,1,False,,760.19,False
CLM-03006,medium,7,2,False,,3439.78,False
CLM-03007,simple,7,1,False,,276.26,False
CLM-03008,medium,12,2,False,,,False
CLM-03009,complex,19,9,False,,698.08,False
CLM-03010,medium,20,6,False,,2836.11,False
CLM-03011,simple,4,1,False,,201.65,False
CLM-03012,simple,7,2,False,,,False
CLM-03013,complex,31,12,False,,,False
CLM-03014,simple,4,1,False,,2665.66,True
CLM-03015,simple,7,4,False,,1613.3,False
CLM-03016,complex,62,5,False,,13712.22,False
CLM-03017,simple,5,1,False,,960.86,False
CLM-03018,medium,19,4,False,,487.97,False
CLM-03019,simple,3,1,False,,,False
CLM-03020,medium,12,4,False,,,False
CLM-03021,medium,6,6,False,,19194.71,True
CLM-03022,medium,15,6,False,,1052.04,False
CLM-03023,medium,8,7,False,,0.0,False
CLM-03024,complex,32,11,False,,260.27,True
CLM-03025,complex,37,9,False,,4449.95,False
CLM-03026,complex,45,9,False,,2111.24,False
CLM-03027,complex,42,13,False,,6370.02,False
CLM-03028,complex,31,10,True,inflated,852.47,False
CLM-03029,medium,10,3,False,,5692.4,False
CLM-03030,medium,8,2,False,,6399.3,False
CLM-03031,simple,2,1,False,,,False
CLM-03032,medium,19,8,False,,3409.81,False
CLM-03033,simple,4,3,False,,1969.85,False
CLM-03034,complex,42,11,False,,1050.58,False
CLM-03035,simple,7,1,True,repeated,,False
CLM-03036,simple,1,2,False,,5223.37,False
CLM-03037,complex,32,13,False,,1047.07,False
CLM-03038,medium,7,3,False,,,False
CLM-03039,medium,18,2,False,,884.01,False
CLM-03040,complex,20,13,True,phantom,276.85,True
CLM-03041,medium,19,3,False,,,False
CLM-03042,simple,7,2,False,,2929.28,False
CLM-03043,medium,16,5,False,,764.29,False
CLM-03044,medium,11,5,False,,4841.94,False
CLM-03045,simple,4,1,True,repeated,0.0,False
CLM-03046,complex,45,11,True,repeated,,False
CLM-03047,complex,24,7,True,inflated,489.36,False
CLM-03048,complex,43,16,True,repeated,580.27,False
CLM-03049,simple,6,2,False,,,False
CLM-03050,simple,5,1,False,,2283.98,False
CLM-03051,simple,4,2,False,,206.23,True
CLM-03052,simple,2,2,False,,,False
CLM-03053,medium,15,6,False,,2368.49,False
CLM-03054,complex,38,12,False,,2882.03,False
CLM-03055,medium,19,2,True,repeated,0.0,False
CLM-03056,simple,6,2,False,,468.25,False
CLM-03057,complex,50,8,False,,,False
CLM-03058,medium,15,4,False,,3928.43,False
CLM-03059,simple,1,1,False,,,False
CLM-03060,simple,2,1,False,,1958.9,False
CLM-03061,simple,3,3,False,,2374.34,False
CLM-03062,simple,2,1,False,,2229.47,False
CLM-03063,simple,3,2,False,,967.7,False
CLM-03064,medium,16,5,False,,1645.03,True
CLM-03065,simple,1,3,True,repeated,149.34,False
CLM-03066,medium,16,2,False,,7704.8,False
CLM-03067,complex,33,11,False,,1707.11,False
CLM-03068,simple,3,2,False,,659.32,False
CLM-03069,medium,11,4,False,,2669.38,False
CLM-03070,medium,12,3,False,,153.77,False
CLM-03071,complex,65,12,True,inflated,,False
CLM-03072,medium,23,5,False,,23549.34,False
CLM-03073,medium,10,7,False,,2211.2,False
CLM-03074,simple,7,2,False,,0.0,False
CLM-03075,simple,1,2,False,,254.78,False
CLM-03076,medium,16,2,False,,2724.17,False
CLM-03077,simple,5,1,False,,0.0,False
CLM-03078,medium,23,5,False,,,False
CLM-03079,medium,10,4,False,,,False
CLM-03080,simple,1,2,False,,,False
CLM-03081,simple,4,2,False,,0.0,False
CLM-03082,complex,26,9,True,repeated,,False
CLM-03083,simple,7,1,False,,,False
CLM-03084,medium,24,4,False,,0.0,False
CLM-03085,medium,14,6,False,,,False
CLM-03086,medium,11,4,False,,,False
CLM-03087,simple,4,2,False,,175.54,False
CLM-03088,medium,19,4,False,,1760.83,False
CLM-03089,simple,6,2,False,,139.35,False
CLM-03090,medium,11,3,False,,7975.97,False
CLM-03091,simple,6,2,False,,360.27,False
CLM-03092,medium,21,4,False,,,False
CLM-03093,medium,18,4,False,,,False
CLM-03094,medium,15,5,False,,17751.52,False
CLM-03095,medium,13,2,False,,636.85,False
CLM-03096,medium,11,2,True,inflated,2968.08,False
CLM-03097,simple,1,2,False,,460.28,False
CLM-03098,medium,17,6,False,,,False
CLM-03099,simple,4,3,False,,,False
CLM-03100,simple,3,1,False,,,False
CLM-03101,simple,3,1,False,,,False
CLM-03102,simple,5,2,True,repeated,148.95,False
